지역,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20
전국 ,99.98644068,100.1569177,101.0249733,103.4955929,104.6920919,104.0064103,104.1399573,103.9028564,104.139792,104.5708832,105.949717,105.9135185,102.2673424,100.983941,99.83546137,98.46649993,97.97288403,97.81492694,97.61748058,97.84783467,98.42701066,98.49884527,99.90377213,99.83320503,98.3320503,97.40505517,96.82448037,97.2414678,96.44828029,97.38024913,98.92825055,99.48016943,97.74185271,95.55427252,96.01616628,95.47087503,94.39758278,94.54236435,94.96411935,94.73120987,90.6710311,87.86352763,86.8563515,86.93188971,88.24121868,92.43358932,89.80234168,87.61802845,85.6666247,80.98300971,79.05946602,77.24514563,76.09223301,75.76456311,76.12257282,79.69660194,81.44417476,83.05619614,85.04369462,87.75033378,93.01881068,94.21778606,95.54818436,96.57821229,93.57250931,92.61231378,97.69633508,107.7835951,108.397324,107.3705643
수도권 ,96.73576733,96.35288698,98.11885749,100.637285,103.2324939,103.1326781,103.3476658,103.9612942,103.7193831,104.8760206,107.0758996,106.2518899,102.8046568,101.3834291,101.3153916,100.5443,100.1663139,100.3326278,100.6652555,100.9827638,102.5098276,102.2613065,104.256577,103.6210464,102.4682235,100.066509,99.48270766,99.67484481,99.12008282,100.8143322,103.4763314,104.2899408,101.6701153,98.93585575,99.70440437,99.80786284,100.1967471,101.4296957,102.2560336,101.521511,95.9207765,92.48426023,92.27439664,93.27124869,97.96694648,106.8599161,101.3641133,97.79643232,94.70094439,87.98726115,84.30573248,82.10191083,80.56050955,80.61146497,82.12738854,87.8343949,91.0955414,93.71814475,97.06931702,98.96788991,105.7452229,105.803034,106.1822779,108.2049121,105.7909945,102.8052011,108.5299783,119.4196966,117.8003853,115.4225861
지방권 ,102.5223268,103.0836484,103.2608696,105.694707,105.8156028,104.6786389,104.7495274,103.8578089,104.4638695,104.3356643,105.0815851,105.6526807,101.8531469,100.6759907,98.69463869,96.86480186,96.28205128,95.87412587,95.26806527,95.43123543,95.27972028,95.61323963,96.56540467,96.92813421,95.1598277,95.36386307,94.78576287,95.37519837,94.40036273,94.75056689,95.44321016,95.7946044,94.72908637,92.96077987,93.18748583,92.1446384,89.04623578,88.18687969,88.23529412,88.46526265,85.82667635,83.59961268,81.85669329,81.08206245,79.26652142,79.12127814,79.13338175,78.22561123,77.32994432,74.61181924,74.28736964,72.82734647,72.02780997,71.35573581,70.66048667,72.29432213,72.66512167,73.3603708,74.10776362,77.54924681,81.44264195,83.37652096,85.59923406,85.70060825,82.14124803,83.07614328,87.56753715,96.9045475,99.60603332,99.84241333
6대광역시 ,100.3225806,101.1302211,102.2358722,105.7739558,105.8968059,105.4791155,105.7739558,105.715658,106.0518732,106.0758886,107.9731028,108.2372719,103.2420749,101.7771374,99.5196926,97.55043228,97.38232469,97.59846302,97.76657061,97.23823247,97.74255524,96.29542237,99.339311,99.55167532,96.9089193,96.50778669,95.77630958,96.13025012,96.03586597,96.10665408,96.93251534,96.36621048,96.60217084,95.11562058,95.04483247,94.92685229,91.48613518,90.94454073,91.11785095,92.04939341,88.21490468,85.68024263,84.77036395,83.36221837,81.99740035,83.27556326,84.48873484,83.99046794,83.08058925,78.74842503,78.45443091,77.84544309,77.02645947,76.52246955,76.06047879,76.79546409,77.00545989,79.27341453,80.59638807,86.74926501,90.9701806,92.20211468,94.16429443,94.7742985,90.98210655,91.22610817,93.81862546,100.3660024,100.955673,102.3993493
5대광역시 ,101.8541033,102.8580024,103.4897714,107.5511432,107.1600481,106.6787004,106.6486161,106.1134082,106.5564087,106.5268754,108.9190786,109.2439457,103.1010041,101.1518015,98.46426462,96.13112817,95.83579445,96.07206143,96.21972829,96.04252806,96.69226226,95.84302326,98.60465116,99.36046512,96.22093023,95.81395349,95.63953488,95.98837209,95.49418605,95.40697674,96.25,95.98837209,95.61046512,94.06976744,93.72093023,93.45930233,89.15531335,88.36512262,88.66485014,89.83651226,86.86648501,84.60490463,83.43324251,82.23433243,80.89918256,81.82561308,82.97002725,81.4986376,79.80926431,75.84477297,75.95036959,75.18479409,74.28722281,73.49524815,73.15205913,73.54804646,74.20802534,75.65997888,77.05913411,84.6092925,89.73072862,90.88461538,92.47435897,91.3974359,86.24358974,86.34615385,90.03846154,98.38461538,100.6666667,102.7948718
9개도 ,102.4755428,102.1817969,102.3689752,104.4045391,105.857912,105.1064577,104.9660739,104.3581708,104.6947539,104.659935,105.9714485,105.9598422,102.3560817,101.3463324,100.8008357,99.5821727,99.00185701,98.4911792,97.64391829,97.94568245,97.94568245,98.18407399,98.68035191,98.72546808,97.69907512,97.06744868,96.63884503,96.81930972,95.94899571,96.22854562,96.38907696,97.25795531,96.41326416,94.99210467,95.40942928,94.41687345,92.88231149,92.47122387,93.12896406,93.24641767,90.69767442,88.17242189,86.45759925,86.46934461,86.21094668,88.75968992,87.33850129,86.351891,84.67230444,81.53743613,80.13774717,77.29393468,75.99422351,75.40546545,75.6276383,78.76027549,79.50455454,80.31111111,80.73888889,81.61666667,85.28660298,87.81954887,91.07603093,92.84793814,91.14046392,91.15120275,96.11504615,106.0849968,107.0133076,106.0742649
8개도 ,103.1888798,103.7664408,103.3678756,104.703069,105.3250897,103.8860104,103.9258669,102.830941,103.608453,103.3891547,103.030303,103.6881978,101.3755981,100.5183413,99.023126,97.30861244,96.6307815,95.79346093,94.61722488,94.93620415,94.05901116,95.1394268,94.8489543,95.00387297,94.20991479,94.8489543,94.34546863,94.9070488,93.41595662,93.47152267,93.53214562,94.19054996,93.39659179,92.46707978,92.58326878,91.36328428,88.59767025,87.54480287,87.65681004,86.87275986,84.36379928,82.32526882,79.99551971,79.54749104,77.41935484,76.59050179,75.53763441,75.1344086,74.7311828,72.81864842,72.30538922,70.25235244,69.73909324,69.18306245,68.47733105,71.12917023,71.02224123,70.89392643,70.99016253,71.24679213,74.00556031,76.44230769,78.77141663,79.83702466,77.62223151,79.46092771,84.59933222,94.42821369,97.5375626,96.26460768
서울 ,90.39838854,91.68157424,94.14132379,96.28801431,98.88193202,98.27817531,98.9490161,99.8881932,99.66457961,102.6386404,103.3765653,102.4597496,100.9615385,98.50178891,97.18246869,95.88550984,95.34883721,95.88550984,97.40608229,98.61359571,101.2075134,103.3980583,105.2515446,104.2806708,103.2215357,100.1103266,100,101.0150044,98.78640777,102.6083112,109.8056537,110.9982332,103.662842,99.38217123,99.91173875,101.1473963,104.0715373,107.0395738,107.6103501,103.7671233,94.10197869,90.14459665,91.09589041,93.98782344,105.3652968,120.5479452,106.8873668,97.86910198,92.88432268,82.15686275,75.52941176,75.01960784,74.11764706,75.09803922,78.03921569,88.62745098,96.43137255,99.33333333,107.9215686,110.8627451,123.5686275,118.7183201,111.6582187,111.006517,105.141202,99.0224475,108.9790007,125.2715424,124.8370746,119.0803765
서울 강북지역,86.24780316,86.49122807,90.35087719,92.89473684,95.35087719,95.04385965,95.57017544,97.6754386,96.53508772,99.73684211,102.2368421,102.8947368,98.99122807,96.00877193,95.0877193,92.63157895,92.36842105,92.19298246,93.15789474,93.24561404,94.47368421,98.09027778,97.39583333,97.30902778,96.44097222,94.83506944,94.96527778,96.00694444,97.78645833,98.34782609,106,109.2173913,101.9965278,98.09027778,96.70138889,97.04861111,95.40498442,96.02803738,99.2211838,98.36448598,87.85046729,85.04672897,89.33021807,92.36760125,100.3115265,114.1744548,105.1401869,97.58566978,95.56074766,81.75241158,76.52733119,76.12540193,76.12540193,76.52733119,77.73311897,86.65594855,94.69453376,98.63344051,104.9839228,107.5562701,117.1221865,113.6029412,112.8676471,110.8088235,103.6029412,97.27941176,109.7058824,128.0147059,127.8676471,122.2794118
서울 강북지역도심권,81.55339806,80.58252427,81.55339806,81.55339806,81.55339806,83.49514563,82.03883495,82.03883495,82.52427184,82.52427184,84.46601942,84.46601942,82.52427184,82.52427184,82.52427184,82.52427184,82.03883495,82.03883495,82.03883495,82.03883495,90.77669903,105.8252427,100.9708738,100.4854369,97.57281553,94.66019417,94.66019417,95.63106796,104.368932,104.368932,121.3592233,126.2135922,119.4174757,106.7961165,100.4854369,100,104.3010753,110.2150538,116.1290323,115.5913978,92.47311828,89.78494624,104.8387097,105.9139785,126.8817204,136.0215054,122.5806452,106.9892473,102.688172,83.33333333,69.27083333,70.3125,71.875,71.35416667,78.64583333,71.875,87.5,92.1875,94.79166667,104.6875,119.2708333,110.7142857,108.4821429,107.1428571,100.8928571,89.28571429,101.7857143,128.5714286,129.9107143,123.2142857
서울 강북지역동북권,93.05157593,93.83954155,99.4269341,102.5787966,106.017192,105.0859599,106.0888252,109.3839542,107.0916905,112.034384,114.5415473,115.6160458,109.8137536,105.0859599,101.8624642,97.85100287,97.56446991,97.27793696,98.28080229,98.28080229,98.13753582,97.87535411,98.01699717,97.73371105,97.73371105,96.52974504,96.03399433,96.17563739,94.83002833,95.88068182,100.4261364,104.6875,98.01699717,96.31728045,95.60906516,95.60906516,92.17603912,91.68704156,93.64303178,92.29828851,84.84107579,84.10757946,87.89731051,90.70904645,95.11002445,112.7139364,105.0122249,100.7334963,98.8997555,86.73469388,84.43877551,83.67346939,83.41836735,84.18367347,83.41836735,92.09183673,97.83163265,101.5306122,108.6734694,109.3112245,116.5816327,113.8954869,113.8954869,110.807601,103.6817102,97.98099762,111.52019,128.1472684,128.2660333,121.4964371
서울 강북지역서북권,70.08547009,69.91525424,71.18644068,74.15254237,75.84745763,75.42372881,76.27118644,76.69491525,77.54237288,78.38983051,81.3559322,81.3559322,81.3559322,80.93220339,86.01694915,86.01694915,86.01694915,86.01694915,87.71186441,88.13559322,86.86440678,92.08333333,92.5,93.33333333,91.66666667,90,92.08333333,95.83333333,100.8333333,100.4166667,109.1666667,107.9166667,98.75,95.83333333,96.66666667,98.75,98.92857143,99.28571429,104.2857143,104.6428571,93.57142857,84.64285714,83.21428571,88.21428571,97.85714286,103.9285714,93.92857143,82.14285714,81.07142857,66.04477612,58.58208955,58.20895522,57.8358209,57.8358209,60.44776119,81.34328358,90.67164179,94.7761194,101.4925373,104.4776119,117.1641791,114.9659864,113.2653061,113.6054422,105.4421769,101.3605442,110.5442177,127.2108844,125.170068,123.8095238
서울 강남지역,94.7080292,97.08029197,98.08394161,99.81751825,102.5547445,101.6423358,102.4635036,102.189781,102.919708,105.6569343,104.5620438,102.0072993,103.0109489,101.0948905,99.36131387,99.27007299,98.44890511,99.72627737,101.8248175,104.1970803,108.2116788,108.8868941,113.3752244,111.4901257,110.2333932,105.5655296,105.2064632,106.1938959,99.82046679,107.0143885,113.7342908,112.8366248,105.3859964,100.7181329,103.2315978,105.3859964,112.3511905,117.5595238,115.625,108.9285714,100.0744048,95.01488095,92.7827381,95.53571429,110.1934524,126.6369048,108.5565476,98.13988095,90.32738095,82.54211332,74.57886677,73.96630934,72.20520674,73.73660031,78.33078101,90.50535988,98.08575804,100,110.719755,114.0122511,129.7090352,123.6804565,110.4850214,111.1982882,106.6333809,100.7132668,108.2738944,122.6105563,121.8972896,115.9771755
서울 강남지역서남권,92.6984127,94.92063492,96.66666667,99.52380952,104.2857143,102.5396825,103.968254,103.3333333,105.0793651,109.3650794,107.4603175,102.5396825,104.6031746,101.2698413,98.25396825,98.0952381,96.82539683,98.88888889,101.4285714,105.0793651,111.9047619,112.539185,116.7711599,113.7931034,114.2633229,109.5611285,109.2476489,107.6802508,100,108.490566,114.5768025,107.6802508,101.8808777,101.4106583,101.2539185,100.7836991,104.076087,105.9782609,107.8804348,103.5326087,101.7663043,100.5434783,98.77717391,103.6684783,114.9456522,119.8369565,108.0163043,103.2608696,94.70108696,85.49723757,76.79558011,72.51381215,69.88950276,70.5801105,75.13812155,87.15469613,96.82320442,97.9281768,108.0110497,112.5690608,133.5635359,126.342711,115.2173913,115.4731458,111.8925831,103.3248082,112.2762148,124.6803069,123.7851662,118.286445
서울 강남지역동남권,97.4248927,100,100,100.2145923,100.2145923,100.4291845,100.4291845,100.6437768,100,100.6437768,100.6437768,101.2875536,100.8583691,100.8583691,100.8583691,100.8583691,100.6437768,100.8583691,102.360515,103.0042918,103.2188841,103.9915966,108.8235294,108.4033613,104.8319328,100.210084,99.78991597,104.2016807,99.57983193,105.0420168,112.605042,119.7478992,110.0840336,99.78991597,105.8823529,111.5546218,122.3684211,131.5789474,125,115.4605263,98.02631579,88.32236842,85.52631579,85.69078947,104.4407895,134.8684211,109.2105263,91.94078947,85.03289474,78.86597938,71.82130584,75.77319588,75.08591065,77.66323024,82.3024055,94.67353952,99.65635739,102.5773196,114.0893471,115.8075601,124.9140893,120.3225806,104.516129,105.8064516,100,97.41935484,103.2258065,120,119.516129,113.0645161
경기 ,101.4756447,99.92917847,100.9490085,103.98017,106.6147309,106.8413598,106.4447592,106.4861111,106.2083333,106.4305556,110.0694444,109.125,103.7222222,102.5,103.2777778,102.75,102.3055556,102.25,101.8611111,102.1388889,103.3611111,102.4311183,104.0248514,103.9168017,102.5661804,100.1620746,99.83792545,99.48676391,99.48620876,100.0812128,100.378583,101.5413737,100.6212858,98.51431659,99.35170178,98.67639114,97.60493827,97.90123457,99.16049383,100.2716049,97.67901235,94.61728395,93.58024691,94.09876543,95.90123457,102.1728395,100.345679,98.71604938,95.62962963,90.96162737,88.60379103,84.90522423,82.75543227,82.13129912,83.35644938,87.0087841,88.67313916,90.49491212,91.28122109,92.8307123,97.48035136,99.84533805,104.0874945,106.6062749,105.4352629,103.5130358,108.3075563,118.426867,117.0459567,116.4604507
경기 경부1권,99.35275081,99.67741935,100.483871,105.8064516,114.516129,114.8387097,114.8387097,113.322884,112.8526646,113.322884,115.0470219,114.5768025,103.2915361,100.4702194,109.4043887,108.7774295,108.6206897,108.6206897,108.7774295,109.0909091,107.2100313,102.2292994,102.7070064,102.5477707,102.5477707,100.1592357,101.910828,101.433121,104.1401274,104.1401274,104.1401274,105.2547771,105.0955414,104.2993631,104.7770701,104.6178344,104.6321526,107.2207084,108.719346,111.7166213,110.0817439,104.6321526,105.8583106,103.4059946,105.7220708,123.7057221,119.2098093,114.8501362,107.3569482,96.83377309,88.65435356,80.47493404,77.44063325,76.5171504,78.75989446,85.88390501,92.08443272,99.73614776,99.47229551,103.4300792,108.707124,109.6354167,106.25,107.1614583,107.03125,104.0364583,107.03125,120.5729167,120.8333333,119.921875
경기 경부2권,103.0726257,102.3545706,101.2465374,105.9556787,106.232687,105.5401662,105.2631579,105.1212938,104.851752,105.5256065,118.4636119,114.690027,106.4690027,102.2911051,98.24797844,97.30458221,95.01347709,94.47439353,94.47439353,95.01347709,100,99.86772487,100.6613757,101.3227513,101.7195767,101.984127,99.73544974,98.41269841,97.48677249,97.61904762,97.35449735,99.07407407,97.22222222,97.88359788,98.28042328,98.54497354,94.64285714,95.47619048,98.69047619,97.5,99.64285714,96.07142857,90.35714286,92.97619048,91.30952381,99.88095238,100.3571429,97.73809524,95.11904762,89.0625,86.94196429,84.375,79.91071429,80.46875,82.03125,82.58928571,87.16517857,84.48660714,84.93303571,86.04910714,95.3125,103.2258065,110.3225806,110.7526882,105.5913978,102.9032258,112.4731183,116.8817204,116.3978495,118.172043
경기 서해안권,100.5011136,95.50997783,98.61419069,100.7206208,102.1618625,102.0509978,101.3858093,101.4900662,100.2759382,99.83443709,100.9381898,100.4966887,97.68211921,98.34437086,98.56512141,98.67549669,99.00662252,98.23399558,96.799117,97.90286976,99.33774834,100,101.5856237,101.6913319,101.4799154,101.4799154,100.845666,100.6342495,100.422833,100,100.422833,99.78858351,100.422833,100.2114165,99.26004228,99.47145877,98.04928131,98.76796715,99.48665298,99.69199179,93.2238193,89.73305955,90.04106776,94.96919918,101.4373717,101.2320329,97.7412731,95.3798768,94.76386037,92.29323308,90.03759398,86.84210526,85.52631579,82.89473684,86.27819549,91.91729323,92.10526316,95.39473684,97.18045113,98.96616541,102.443609,99.91243433,105.3415061,110.8581436,109.7197898,109.7197898,110.8581436,115.849387,112.084063,111.2084063
경기 동부1권,100.3012048,101.2048193,101.8072289,103.0120482,108.7349398,110.5421687,106.3253012,101.4880952,101.7857143,101.7857143,102.9761905,103.5714286,103.2738095,103.5714286,103.2738095,103.2738095,104.1666667,104.1666667,104.1666667,104.1666667,104.1666667,104.0229885,104.3103448,104.0229885,98.85057471,97.70114943,97.4137931,95.40229885,93.31395349,95.34883721,100,102.3255814,100.862069,100,100.5747126,100.862069,102.6066351,101.4218009,99.28909953,101.8957346,103.7914692,104.9763033,102.8436019,98.34123223,101.4218009,108.5308057,101.4218009,100.4739336,98.34123223,91.2244898,95.71428571,91.42857143,92.04081633,92.24489796,92.85714286,96.73469388,101.6326531,102.6530612,103.0612245,103.2653061,103.4693878,107.5289575,110.03861,112.9343629,113.5135135,106.9498069,111.7760618,126.4478764,124.5173745,122.5868726
